company_name,totalScore,reviewsCount,street,city,state,country,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,google_maps_url,categoryName,email,lead_score
Roberts Cosmetic Surgery,4.8,193,5144 Village Creek Dr,Plano,Texas,US,https://www.robertscosmeticsurgery.com/,(972) 608-0000,Plastic surgeon,Medical spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roberts%20Cosmetic%20Surgery&query_place_id=ChIJOYebnWMjTIYRVYV5_ShkdHA,Plastic surgeon,,55
North Texas Plastic Surgery,4.9,816,5412 W Plano Pkwy #101,Plano,Texas,US,https://www.northtexasplasticsurgery.com/plano-plastic-surgery/?utm_source=GBP&utm_medium=GBP&utm_campaign=GBP_Plano&utm_id=GBP_Plano,(214) 272-8533,Plastic surgeon,Cosmetic surgeon,Medical spa,Plastic surgery clinic,,,,,,,https://www.google.com/maps/search/?api=1&query=North%20Texas%20Plastic%20Surgery&query_place_id=ChIJ-12zoZAjTIYRD9fKrEoO1_A,Plastic surgeon,,55
Bader Facial Plastics,4.7,182,3310 Dallas Pkwy Suite 201,Plano,Texas,US,http://www.baderfacialplastics.com/?utm_source=gbp&utm_medium=organic&utm_campaign=localsearch,(214) 501-2021,Plastic surgeon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bader%20Facial%20Plastics&query_place_id=ChIJueouR2YiTIYR4dkzZ74NmwA,Plastic surgeon,,55
American Institute For Plastic Surgery,4.5,96,6020 W Plano Pkwy,Plano,Texas,US,http://www.ai4ps.com/,(972) 543-2477,Plastic surgeon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=American%20Institute%20For%20Plastic%20Surgery&query_place_id=ChIJ87k4kmUiTIYRGDYvuBl1LX0,Plastic surgeon,,55
Britestar Primary Care and Weight Loss Clinic,5.0,107,6100 K Ave Ste 108,Plano,Texas,US,https://britestarclinic.com/,(469) 910-8283,Medical clinic,HIV testing center,Reproductive health clinic,Skin care clinic,STD clinic,STD testing service,Weight loss service,,,,https://www.google.com/maps/search/?api=1&query=Britestar%20Primary%20Care%20and%20Weight%20Loss%20Clinic&query_place_id=ChIJxUR0edsZTIYRCLmbWUSPfn8,Medical clinic,,55
Liquid Wellness & IV: Dallas Metro Clinic & Mobile (We Come to You),5.0,194,"Inside of Cowboys Fit, 4817 W Park Blvd",Plano,Texas,US,https://www.liquidwellnessiv.com/,(855) 954-7843,Wellness center,Health counselor,Health spa,Home health care service,Medical clinic,Medical spa,Nurse practitioner,Vitamin & supplements store,,,https://www.google.com/maps/search/?api=1&query=Liquid%20Wellness%20%26%20IV%3A%20Dallas%20Metro%20Clinic%20%26%20Mobile%20(We%20Come%20to%20You)&query_place_id=ChIJsZW6fQcjTIYR808ccvzsW30,Wellness center,,55
Uplift Medspa Health & Wellness,5.0,144,5136 Village Creek Dr #502,Plano,Texas,US,http://upliftmedspa.com/,(972) 665-8664,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Uplift%20Medspa%20Health%20%26%20Wellness&query_place_id=ChIJOaosxx0hTIYRwgghz8vKkVQ,Medical spa,,55
Shahina Hoja Aesthetics (Medspa & Acne Clinic),4.9,213,2865 McDermott Rd # 225,Plano,Texas,US,http://www.shahinahoja.com/,(469) 823-0402,Medical spa,Facial spa,Health spa,Laser hair removal service,Skin care clinic,,,,,,https://www.google.com/maps/search/?api=1&query=Shahina%20Hoja%20Aesthetics%20(Medspa%20%26%20Acne%20Clinic)&query_place_id=ChIJmUyvIXtFwokRhPdD_zsK5ow,Medical spa,,55
U.S. Dermatology Partners Richardson,4.8,1075,3600 Shire Blvd #210,Richardson,Texas,US,https://www.usdermatologypartners.com/locations/texas/richardson/3600-shire-blvd-ste-210/,(469) 326-3376,Dermatologist,Medical group,Skin care clinic,,,,,,,,https://www.google.com/maps/search/?api=1&query=U.S.%20Dermatology%20Partners%20Richardson&query_place_id=ChIJ6yUcQrLZTYYRzLUqG_WK0aI,Dermatologist,,55
MEDSPA 33,5.0,71,525 Shiloh Rd Suite 2500,Plano,Texas,US,https://www.medspa33.com/,(469) 953-3812,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MEDSPA%2033&query_place_id=ChIJWZngp5oZTIYRSD8tsHSgKqM,Medical spa,,55
"Robert Marinaro, MD",4.9,491,3600 Shire Blvd #210,Richardson,Texas,US,https://www.usdermatologypartners.com/provider/robert-marinaro-md/?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,(469) 326-3376,Dermatologist,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Robert%20Marinaro%2C%20MD&query_place_id=ChIJvU05qqsZTIYRxQzWnngpQQI,Dermatologist,,55
Massage Envy,4.5,245,6101 K Ave Ste 160,Plano,Texas,US,https://locations.massageenvy.com/texas/plano/6101-avenue-k.html?utm_source=GMB&utm_medium=useractions&utm_campaign=website,(972) 516-8888,Massage spa,Day spa,Esthetics service,Facial spa,Massage therapist,Reflexologist,Skin care clinic,Spa,Sports massage therapist,Wellness center,https://www.google.com/maps/search/?api=1&query=Massage%20Envy&query_place_id=ChIJje3qQMcZTIYRKWhB9utlnT8,Massage spa,,55
Timeless Beauty By Renee,4.6,67,6217 Chapel Hill Blvd STE 200,Plano,Texas,US,http://www.beautybyrenee.com/,(214) 674-0802,Permanent make-up clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Timeless%20Beauty%20By%20Renee&query_place_id=ChIJYwi4-IEkTIYRJ5EKP7YPXSI,Permanent make-up clinic,,55
Intricate Health OB/GYN,4.5,114,525 Shiloh Rd Ste 2100,Plano,Texas,US,https://www.intricatehealth.net/,(469) 640-6423,Women's health clinic,Medical spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Intricate%20Health%20OB%2FGYN&query_place_id=ChIJoZjy1Ms0OmQRMzgWzSfBrKc,Women's health clinic,,55
Medical Aesthetics of North Dallas,4.9,153,6541 Preston Rd STE 300,Plano,Texas,US,https://northdallasmedspa.com/?utm_source=GMBSocialClimb&utm_medium=MedicalAestheticsofNorthDallas,(214) 577-1777,Skin care clinic,Laser hair removal service,Medical spa,,,,,,,,https://www.google.com/maps/search/?api=1&query=Medical%20Aesthetics%20of%20North%20Dallas&query_place_id=ChIJjbdK20wiTIYR0nqdZPir3lw,Skin care clinic,,55
Dallas Dermatology and Aesthetics,4.9,282,4104 W 15th St STE 202,Plano,Texas,US,https://www.dallasdermmd.com/,(972) 608-3100,Dermatologist,Doctor,Skin care clinic,Surgical center,,,,,,,https://www.google.com/maps/search/?api=1&query=Dallas%20Dermatology%20and%20Aesthetics&query_place_id=ChIJISEAPeYjTIYRLjx5XkhNBa0,Dermatologist,,55
Revived Aesthetics,5.0,113,1805 Preston Rd Ste 102,Plano,Texas,US,https://www.revived-aesthetics.com/,(214) 885-7131,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Revived%20Aesthetics&query_place_id=ChIJ5w1A2k0jTIYRpk1ug7WFY04,Medical spa,,55
Sheri Salon,4.9,224,909 W Spring Creek Pkwy #411,Plano,Texas,US,https://sherisalontx.com/,(214) 694-6407,Beauty salon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sheri%20Salon&query_place_id=ChIJf2zefUQZTIYRmVQ1375D_wQ,Beauty salon,,55
West Plano Dry Eye & Aesthetics,5.0,53,4020 W Plano Pkwy,Plano,Texas,US,http://westplanodryeye.com/,(469) 999-2747,Medical spa,Eye care center,,,,,,,,,https://www.google.com/maps/search/?api=1&query=West%20Plano%20Dry%20Eye%20%26%20Aesthetics&query_place_id=ChIJ-SrhibQlTIYRNUzeXpZXlww,Medical spa,,55
Semper Laser,4.5,198,1900 Preston Rd Suite 281,Plano,Texas,US,https://www.semperlaser.com/location/west-plano-laser-hair-removal,(469) 960-5851,Laser hair removal service,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Semper%20Laser&query_place_id=ChIJTVQobigjTIYRH6QcUi0Bf_Q,Laser hair removal service,,55
Aesthetic Collective Plano,5.0,114,7800 Dallas Pkwy #100,Plano,Texas,US,http://www.ac-plano.com/,(469) 829-2975,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Collective%20Plano&query_place_id=ChIJk5TsklQ9TIYRswr4u3qnXd0,Medical spa,,55
Aesthetic Dentistry Centre Plano: Implant & Cosmetic Specialists,4.8,116,1200 Village Creek Dr #102,Plano,Texas,US,https://www.adcplano.com/?utm_source=GMBlisting&utm_medium=organic,(972) 931-0090,Dentist,Cosmetic dentist,Dental implants periodontist,Denture care center,Periodontist,Teeth whitening service,,,,,https://www.google.com/maps/search/?api=1&query=Aesthetic%20Dentistry%20Centre%20Plano%3A%20Implant%20%26%20Cosmetic%20Specialists&query_place_id=ChIJ0fdvsrEjTIYRoDKtNk0HIHU,Dentist,,55
Advanced Veterinary Care of Plano,4.9,183,3013 Spring Creek Pkwy #700,Plano,Texas,US,https://www.advancedvetcare.com/,(972) 618-0301,Animal hospital,Veterinarian,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Advanced%20Veterinary%20Care%20of%20Plano&query_place_id=ChIJE6Ot36AiTIYR4fEm86vHjKE,Animal hospital,,55
Mod Facial and Massage,4.8,137,1601 Preston Rd Suite N,Plano,Texas,US,https://www.modfacial.com/,(469) 991-3896,Day spa,Facial spa,Massage spa,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mod%20Facial%20and%20Massage&query_place_id=ChIJv5kzsqUjTIYR4QKgT4Brr5A,Day spa,,55
Vitalize Medical Spa,4.8,94,2633 Dallas Pkwy #201,Plano,Texas,US,http://www.vitalizemedicalspa.com/,(972) 473-4999,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vitalize%20Medical%20Spa&query_place_id=ChIJV6fj63wjTIYR--m2GJOnfrw,Medical spa,,55
Depil Brazil Waxing Studio,4.7,775,2108 Dallas Pkwy #224,Plano,Texas,US,https://depilbrazilwaxing.com/,(972) 408-0101,Waxing hair removal service,Hair removal service,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Depil%20Brazil%20Waxing%20Studio&query_place_id=ChIJiT-8uHgjTIYRzddLKT_YrxI,Waxing hair removal service,,55
Optim8 Health and Wellness,4.7,63,2301 Ohio Dr # 115,Plano,Texas,US,https://optim8healthandwellness.com/,(972) 942-4039,Wellness center,Holistic medicine practitioner,Medical spa,Naturopathic practitioner,Nurse practitioner,Nutritionist,Women's health clinic,Skin care clinic,Vitamin & supplements store,Weight loss service,https://www.google.com/maps/search/?api=1&query=Optim8%20Health%20and%20Wellness&query_place_id=ChIJq6qO_-cXTIYRDfjw1Ds0o5o,Wellness center,,55
U Med Spa,4.9,1165,5717 Legacy Dr Suite 170,Plano,Texas,US,https://umedspa.com/,(972) 636-6299,Medical spa,Facial spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=U%20Med%20Spa&query_place_id=ChIJz-wOVbE8TIYROmo0LS8t3Ms,Medical spa,,55
MD Laser Med Spa,4.9,94,3001 Dallas Pkwy Suite 260 Floor2,Plano,Texas,US,http://www.mdlasermed.com/,(469) 445-1171,Medical spa,Beauty salon,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MD%20Laser%20Med%20Spa&query_place_id=ChIJF_p5z8gjTIYRUN5lVGd_LK8,Medical spa,,55
"Brobst Facial Plastic Surgery and Aesthetics - Robert Brobst, M.D.",4.8,139,4800 Hedgcoxe Rd #250,Plano,Texas,US,http://drbrobst.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 618-2212,Plastic surgeon,Medical spa,Otolaryngologist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Brobst%20Facial%20Plastic%20Surgery%20and%20Aesthetics%20-%20Robert%20Brobst%2C%20M.D.&query_place_id=ChIJpb_sK9c8TIYRiLAKdBvzCt4,Plastic surgeon,,55
"H&M Aesthetics, LLC",5.0,50,2401 Preston Rd,Plano,Texas,US,http://hminject.com/,(214) 556-2034,Beauty school,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=H%26M%20Aesthetics%2C%20LLC&query_place_id=ChIJ98HTS_4jTIYRetyUO1PtQ8k,Beauty school,,55
SkinSpirit Plano,4.9,292,2401 Preston Rd Suite F,Plano,Texas,US,https://www.skinspirit.com/locations/plano/,(469) 829-4200,Medical spa,Facial spa,Laser hair removal service,Skin care clinic,,,,,,,https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Plano&query_place_id=ChIJXd2s2mQjTIYRWdllNxfckVg,Medical spa,,55
U.S. Dermatology Partners Plano,4.8,3263,5030 Tennyson Pkwy #100,Plano,Texas,US,https://www.usdermatologypartners.com/locations/texas/plano/5030-tennyson-pkwy-ste-100/,(972) 985-9003,Dermatologist,Medical group,Skin care clinic,,,,,,,,https://www.google.com/maps/search/?api=1&query=U.S.%20Dermatology%20Partners%20Plano&query_place_id=ChIJO-boZy8jTIYRi4NG0yVkuHk,Dermatologist,,55
Starwood Med Spa,4.9,156,8404 Preston Rd #208,Plano,Texas,US,https://starwoodmedspa.com/starwood-plano-med-spa/,(214) 705-0400,Medical spa,Health and beauty shop,Health consultant,Laser hair removal service,Skin care clinic,Tattoo removal service,Weight loss service,,,,https://www.google.com/maps/search/?api=1&query=Starwood%20Med%20Spa&query_place_id=ChIJWx6gFj09TIYR9tExGmtztDI,Medical spa,,55
Ultimate Image MedSpa,4.9,622,4674 McDermott Rd #309,Plano,Texas,US,https://ultimateimagemedspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 800-2127,Medical spa,Beauty salon,Laser hair removal service,Skin care clinic,,,,,,,https://www.google.com/maps/search/?api=1&query=Ultimate%20Image%20MedSpa&query_place_id=ChIJPz2DTd48TIYRqu_hNAxeGEc,Medical spa,,55
Princess Med Spa,4.9,120,1312 Village Creek Dr STE 800,Plano,Texas,US,https://princess-medspa.com/,(214) 468-4829,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Princess%20Med%20Spa&query_place_id=ChIJ__8vCLEjTIYR5iIUmzBxEFY,Medical spa,,55
INJEXED MedBar,5.0,172,5200 McDermott Rd #215,Plano,Texas,US,https://injexed.com/,(469) 649-7106,Spa,Dermatologist,Facial spa,Medical spa,,,,,,,https://www.google.com/maps/search/?api=1&query=INJEXED%20MedBar&query_place_id=ChIJIacT9VI9TIYRlAXx0uxlQn8,Spa,,55
NovaDerm Med Spa,5.0,81,"4909 W Park Blvd Suite 157, Room 14",Plano,Texas,US,https://novadermllc.com/,(972) 654-2414,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=NovaDerm%20Med%20Spa&query_place_id=ChIJ6UzFZt45TIYRe-QGKHriGqA,Medical spa,,55
The Spa Butler,4.9,57,5055 W Park Blvd #400,Plano,Texas,US,http://www.thespabutler.com/,(214) 785-6719,Wholesaler,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Spa%20Butler&query_place_id=ChIJPYbbpEGoKKgRki5UJYwUMqs,Wholesaler,,55
Lavande Face & Body,5.0,30,8308 Preston Rd #211,Plano,Texas,US,http://www.lavandefaceandbody.com/,(972) 768-4256,Skin care clinic,Waxing hair removal service,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lavande%20Face%20%26%20Body&query_place_id=ChIJJUAZRsM8TIYRlzPqFO5qLR4,Skin care clinic,,50
Stewart Center for Plastic Surgery and Hand,5.0,38,6130 W Parker Rd #110,Plano,Texas,US,https://stewartcenterdallas.com/,(972) 761-5464,Plastic surgeon,Hand surgeon,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Stewart%20Center%20for%20Plastic%20Surgery%20and%20Hand&query_place_id=ChIJmVgwEk4lTIYRmQcRZVo7t_0,Plastic surgeon,,50
360 Body Med Spa,5.0,24,3013 W Spring Creek Pkwy Suite 400 Room 1,Plano,Texas,US,https://rashaqudadeh.glossgenius.com/,(210) 849-6087,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=360%20Body%20Med%20Spa&query_place_id=ChIJzSQbGzQ9TIYR-hfrSL6-eaU,Medical spa,,50
LaserAway Plano,5.0,31,1900 Preston Rd #203,Plano,Texas,US,https://www.laseraway.com/locations/tx/plano/?utm_source=google&utm_medium=organic&utm_campaign=website-link,(972) 725-4245,Laser hair removal service,Hair removal service,Health and beauty shop,Medical spa,Skin care clinic,Tattoo removal service,,,,,https://www.google.com/maps/search/?api=1&query=LaserAway%20Plano&query_place_id=ChIJvb-wIbwjTIYR71RwfvKG7aQ,Laser hair removal service,,50
B Whole Aesthetics and Wellness,4.8,48,6833 Coit Rd,Plano,Texas,US,http://www.bwholeaesthetics.com/,(214) 643-8048,Wellness center,Medical clinic,Medical spa,Weight loss service,,,,,,,https://www.google.com/maps/search/?api=1&query=B%20Whole%20Aesthetics%20and%20Wellness&query_place_id=ChIJu19FSi4jTIYR9FuPLEdS_m8,Wellness center,,50
Rose Aesthetics,4.8,16,8100 Dallas Pkwy Ste 211,Plano,Texas,US,http://roseaesthetics.co/,(214) 522-7870,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rose%20Aesthetics&query_place_id=ChIJWb_J1vI9TIYRU1fgk7y2hDw,Medical spa,,50
"Angelic Skin Aesthetics, LLC",5.0,48,8105 Rasor Boulevard Suite 240,Plano,Texas,US,http://www.skinangelic.com/,(214) 498-9817,Facial spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Angelic%20Skin%20Aesthetics%2C%20LLC&query_place_id=ChIJL6gF4qg9TIYRdlfzPDW9f1A,Facial spa,,50
"Doohi Lee, MD",4.5,24,5508 W Plano Pkwy #200,Plano,Texas,US,https://www.advsurgicalarts.com/,(972) 612-1900,Plastic surgeon,Doctor,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Doohi%20Lee%2C%20MD&query_place_id=ChIJ70nr_QMjTIYRZbCRboov6b4,Plastic surgeon,,50
Seoul Glow Studio,5.0,17,4017 Preston Rd #525,Plano,Texas,US,http://salonlume.glossgenius.com/,(469) 209-5881,Facial spa,Skin care clinic,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Seoul%20Glow%20Studio&query_place_id=ChIJU5NXj6AjTIYREolzLZud0u4,Facial spa,,50
Advanced Surgical Arts,4.8,36,5508 W Plano Pkwy #200,Plano,Texas,US,https://advsurgicalarts.com/,(972) 612-1900,Medical spa,Cosmetic surgeon,Facial spa,Hair replacement service,Laser hair removal service,Medical clinic,Medical office,Skin care clinic,Surgeon,Vascular surgeon,https://www.google.com/maps/search/?api=1&query=Advanced%20Surgical%20Arts&query_place_id=ChIJ238AKWgiTIYRNm38ESdcDJY,Medical spa,,50
Skintastic Med Spa,5.0,27,6020 W Parker Rd Suite 430,Plano,Texas,US,https://www.skintastic.com/,(972) 535-6000,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skintastic%20Med%20Spa&query_place_id=ChIJ6dtgM1UjTIYROB0KxCPP8y0,Medical spa,,50
Shimaa Beauty Center,5.0,43,3921 W Park Blvd Ste 150,Plano,Texas,US,https://shimaabeautycenter.com/,(817) 210-5085,Medical spa,Facial spa,Laser hair removal service,Skin care clinic,,,,,,,https://www.google.com/maps/search/?api=1&query=Shimaa%20Beauty%20Center&query_place_id=ChIJWcicEGIjTIYRy_KXsLMN6HA,Medical spa,,50
Skinique Med Spa & Wellness,4.7,19,6200 Preston Rd #300,Plano,Texas,US,http://www.skiniquemedspa.com/,(469) 209-4707,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skinique%20Med%20Spa%20%26%20Wellness&query_place_id=ChIJA8j9mD4jTIYRXnZvU3trdpA,Medical spa,,50
Solēre Aesthetics,5.0,48,8240 Preston Rd Suite 200,Plano,Texas,US,https://mysolere.com/,(281) 669-0669,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sol%C4%93re%20Aesthetics&query_place_id=ChIJWVMReyU9TIYRZT1DxSGrcss,Medical spa,,50
LC Luxury Salon,4.7,28,3645 Dallas Pkwy #535,Plano,Texas,US,https://lcluxurysalon.com/,(972) 608-9922,Hair salon,Beauty salon,Hair extension technician,,,,,,,,https://www.google.com/maps/search/?api=1&query=LC%20Luxury%20Salon&query_place_id=ChIJuXLimmAjTIYRrtPd4DvwvGY,Hair salon,,50
City Salon Suites & Spa - Plano,4.7,40,5813 Preston Rd #554,Plano,Texas,US,http://citysalonsuites.com/,(972) 383-9787,Beauty salon,Barber shop,Day spa,Eyelash salon,Hair salon,Make-up artist,Massage therapist,Medical spa,Nail salon,Waxing hair removal service,https://www.google.com/maps/search/?api=1&query=City%20Salon%20Suites%20%26%20Spa%20-%20Plano&query_place_id=ChIJB3zPjiEjTIYRPA5l7Utv-78,Beauty salon,,50
Texas Skin Surgery Center,4.9,33,3585 National Dr Suite #150,Plano,Texas,US,http://www.txskinsurgery.com/,(469) 467-6647,Surgical center,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Texas%20Skin%20Surgery%20Center&query_place_id=ChIJdXASzkwiTIYRgJeA8eUEVz4,Surgical center,,50
VIP Total Health & Hydration,4.8,45,4708 W Plano Pkwy STE 300,Plano,Texas,US,https://viptotalhealth.com/plano,(214) 240-9243,Wellness center,Medical spa,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VIP%20Total%20Health%20%26%20Hydration&query_place_id=ChIJQSfWv7cjTIYRDrrDrVXYUv0,Wellness center,,50
"Tiffany Ho, MD - Oculoplastic Surgeon",5.0,15,1708 Coit Rd #200,Plano,Texas,US,https://oatexas.com/,(214) 369-0555,Ophthalmology clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tiffany%20Ho%2C%20MD%20-%20Oculoplastic%20Surgeon&query_place_id=ChIJn_QOVvAjTIYRht9TKon485A,Ophthalmology clinic,,50
Celine Medical Spa,5.0,18,5168 Village Creek Dr Suite 300,Plano,Texas,US,https://www.celinemedicalspa.com/,(972) 750-6100,Medical spa,Facial spa,Laser hair removal service,Skin care clinic,,,,,,,https://www.google.com/maps/search/?api=1&query=Celine%20Medical%20Spa&query_place_id=ChIJKwWHwPgjTIYRtx5P4us_Ix0,Medical spa,,50
Skin Study Med Spa,5.0,41,"6505 W Park Blvd Building 160, suite #113",Plano,Texas,US,https://www.skinstudymedspa.com/,(469) 422-5534,Medical spa,Facial spa,Skin care clinic,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skin%20Study%20Med%20Spa&query_place_id=ChIJb0pJGnil4EoR0gaKcy60x0E,Medical spa,,50
Plano Aesthetics,4.7,15,6213 Chapel Hill Blvd A,Plano,Texas,US,https://beyondbeautifultexas.com/dr-jeffrey-caruth,(972) 608-0990,Surgical center,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Plano%20Aesthetics&query_place_id=ChIJYyadMZwkTIYRpJVcBOeheHg,Surgical center,,50
Eternaderm Advanced Medical Aesthetics,4.8,43,4601 Old Shepard Pl STE 402,Plano,Texas,US,https://www.eternaderm.com/,(469) 927-7046,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eternaderm%20Advanced%20Medical%20Aesthetics&query_place_id=ChIJfQly1GsjTIYR7C7fZfM2qk0,Medical spa,,50
LED Skin Care Center,4.8,35,4909 W Park Blvd #37,Plano,Texas,US,https://ledskincarespa.com/,(972) 378-0291,Skin care clinic,Alternative medicine practitioner,Health spa,,,,,,,,https://www.google.com/maps/search/?api=1&query=LED%20Skin%20Care%20Center&query_place_id=ChIJDbPzk2AjTIYRDOqCH1JXX9g,Skin care clinic,,50
VIO Med Spa Plano,4.9,34,2412 Preston Rd #160,Plano,Texas,US,https://www.viomedspa.com/locations/plano,(945) 284-0815,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VIO%20Med%20Spa%20Plano&query_place_id=ChIJx48nyKkjTIYR75m7SPdfjus,Medical spa,,50
Unique Salon Suites of Plano Lexington,4.6,31,2901 N Central Expy #125,Plano,Texas,US,https://www.facebook.com/uniquesalonsuites,(817) 875-0576,Beauty salon,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Unique%20Salon%20Suites%20of%20Plano%20Lexington&query_place_id=ChIJm2e60G0ZTIYRKy3QPL8tg0o,Beauty salon,,50
Spa Zone by Paris,5.0,46,"Spectra Salon Suites, 1805 Preston Rd Suite #403",Plano,Texas,US,https://www.spazonebyparis.com/,(214) 718-8159,Beauty salon,Aromatherapy service,Day spa,Facial spa,Massage spa,Spa,,,,,https://www.google.com/maps/search/?api=1&query=Spa%20Zone%20by%20Paris&query_place_id=ChIJf7q8IAA9TIYRplMGj-vdz44,Beauty salon,,50
Luxino Permanent MakeUp,4.9,39,"4909 W Park Blvd 157, STE 18",Plano,Texas,US,https://www.luxinopmu.com/,(469) 698-6122,Permanent make-up clinic,Local medical services,Medical clinic,Medical spa,Physician referral service,Tattoo artist,Tattoo shop,,,,https://www.google.com/maps/search/?api=1&query=Luxino%20Permanent%20MakeUp&query_place_id=ChIJ-_qecLBp6oARRLUjxhi4idk,Permanent make-up clinic,,50
Highland Park Aesthetics Plano,5.0,20,1921 Preston Rd 2066 Suite 130,Plano,Texas,US,https://highlandpark.clinic/,(214) 774-9644,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Highland%20Park%20Aesthetics%20Plano&query_place_id=ChIJ1wP77PIjTIYR4ns-c_wcDfQ,Medical spa,,50
Secret skin by nuha,5.0,15,2901 N Central Expy #125,Plano,Texas,US,https://www.instagram.com/secret_skin25?igsh=cGljcGFjZmNpcmdy&utm_source=qr,(469) 975-5377,Esthetics service,Laser hair removal service,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Secret%20skin%20by%20nuha&query_place_id=ChIJZz0KFuEZTIYR79LVVDU72f4,Esthetics service,,50
The Aesthetic Touch by Raya,5.0,43,2865 McDermott Rd # 225,Plano,Texas,US,https://www.aesthetictouchbyraya.com/,(949) 323-1639,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Aesthetic%20Touch%20by%20Raya&query_place_id=ChIJtbEu2J0XTIYRx6WAxNDa0-w,Medical spa,,50
Nūr Skin Aesthetics,5.0,37,3921 W Park Blvd 150 Suite 129,Plano,Texas,US,https://nr-skin-aesthetics.square.site/,(469) 361-7226,Day spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=N%C5%ABr%20Skin%20Aesthetics&query_place_id=ChIJeTaYxM8jTIYRlNIoDuhK2Qc,Day spa,,50
Skin Sanctuary Studio,5.0,35,8308 Preston Rd Suite 246,Plano,Texas,US,https://planoskintreatments.com/,(972) 905-3758,Spa,Skin care clinic,Waxing hair removal service,,,,,,,,https://www.google.com/maps/search/?api=1&query=Skin%20Sanctuary%20Studio&query_place_id=ChIJyR3YAtU9TIYR-_GWApRVB30,Spa,,50
vie d'élite med spa | Plano TX,4.9,31,5945 Dallas Pkwy,Plano,Texas,US,https://www.viedelite.com/?utm_campaign=gmb,(945) 899-0001,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=vie%20d'%C3%A9lite%20med%20spa%20%7C%20Plano%20TX&query_place_id=ChIJEz0Q5usjTIYRrnXWf9ZDcWI,Medical spa,,50
Roz Laser & MedSpa,5.0,27,3921 W Park Blvd Ste 150,Plano,Texas,US,https://www.rozlasermedspa.com/,(469) 514-7991,Medical spa,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Roz%20Laser%20%26%20MedSpa&query_place_id=ChIJC0epLlgjTIYR_nkShXM7Z_U,Medical spa,,50
