email,company,website,phone,city,state,country,google_maps_url,lead_score,email_source,email_source_url,mx_ok,smtp_status,is_catchall,confidence,person_name,person_title,pages_tried,pages_ok,bot_blocked,errors
hello@nulistudios.com,Nuli Studios,https://nulistudios.com/,(469) 809-6858,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Nuli%20Studios&query_place_id=ChIJNXQVM3efToYR8O_vz9dtJfs,0,mailto,https://nulistudios.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
southlake@nulistudios.com,Nuli Studios,https://nulistudios.com/,(469) 809-6858,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Nuli%20Studios&query_place_id=ChIJNXQVM3efToYR8O_vz9dtJfs,0,cf_decode,https://nulistudios.com/,0,skipped,0,35,,,6,1,0,status_404;status_404;status_404;status_404;status_404
sales@nylaseroutlet.com,NY Laser Outlet,https://nylaseroutlet.com/,(800) 953-5150,New York,New York,US,https://www.google.com/maps/search/?api=1&query=NY%20Laser%20Outlet&query_place_id=ChIJsT3lqK9ZwokRFuTyldGHg3s,0,cf_decode,https://nylaseroutlet.com/,0,skipped,0,20,,,6,3,0,status_404;status_404;status_404
support@pacboca.com,Prestige,https://pacboca.com/,(561) 235-7300,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Prestige&query_place_id=ChIJTeOOzzUf2YgRNnHjYWQMcQw,0,mailto,https://pacboca.com/,0,skipped,0,25,,,6,6,0,
online@peacelovemed.com,Peace Love Med Spa | Botox | Lip Filler | Dysport | Facial Balancing | Non Surgical Nose Job,https://peacelovemed.com/,(561) 462-4234,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Peace%20Love%20Med%20Spa%20%7C%20Botox%20%7C%20Lip%20Filler%20%7C%20Dysport%20%7C%20Facial%20Balancing%20%7C%20Non%20Surgical%20Nose%20Job&query_place_id=ChIJGbA51A_i2IgR5JRVWLkjJlQ,0,obfuscated,https://peacelovemed.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
consult@premieresurgicalarts.com,Premiere Surgical Arts,https://premieresurgicalarts.com/,(832) 930-7660,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Premiere%20Surgical%20Arts&query_place_id=ChIJnxfScY7AQIYRnIhDbX_Jlo8,0,mailto,https://premieresurgicalarts.com/,0,skipped,0,40,,,6,3,0,status_404;status_404;status_404
staff@rawbeautyaesthetics.com,Raw Beauty Aesthetics Medical Spa,https://rawbeautyaesthetics.com/,(818) 446-6111,Woodland Hills,California,US,https://www.google.com/maps/search/?api=1&query=Raw%20Beauty%20Aesthetics%20Medical%20Spa&query_place_id=ChIJS16WuOudwoARJNAEXnWDASg,0,ld_json,https://rawbeautyaesthetics.com/,0,skipped,0,30,,,6,3,0,status_404;status_404;status_404
salilgandhi@gmail.com,Rejuve Med Spa,https://rejuvemedspa.com/,(972) 265-1590,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Rejuve%20Med%20Spa&query_place_id=ChIJrTEvDMwjTIYRD16bpXaOzH8,0,ld_json,https://rejuvemedspa.com/,0,skipped,0,30,,,6,1,0,status_404;status_404;status_404;status_404;status_404
contact@renewbeautymedspa.com,Renew Beauty,https://renewbeautymedspa.com/,(214) 369-1600,Dallas,TX,US,https://www.google.com/maps/search/?api=1&query=Renew%20Beauty&query_place_id=ChIJbyg4-76fToYR7yQNSxt9gY4,0,mailto,https://renewbeautymedspa.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@renewbeautymedspa.com,Renew Beauty,https://renewbeautymedspa.com/,(214) 369-1600,Dallas,TX,US,https://www.google.com/maps/search/?api=1&query=Renew%20Beauty&query_place_id=ChIJbyg4-76fToYR7yQNSxt9gY4,0,mailto,https://renewbeautymedspa.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
info@renovalaser.com,Renova Laser Hair Removal & MedSpa,https://renovalaser.com/,(832) 831-7003,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Renova%20Laser%20Hair%20Removal%20%26%20MedSpa&query_place_id=ChIJ5ZV1ah3BQIYRso_2UoBm9K8,0,mailto,https://renovalaser.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
contact@renovalaser.com,Renova Laser Hair Removal & MedSpa,https://renovalaser.com/,(832) 831-7003,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Renova%20Laser%20Hair%20Removal%20%26%20MedSpa&query_place_id=ChIJ5ZV1ah3BQIYRso_2UoBm9K8,0,mailto,https://renovalaser.com/,0,skipped,0,25,,,6,1,0,status_404;status_404;status_404;status_404;status_404
needle@all.the,River Oaks Drip Spa: IV Therapy & Hydration Center,https://riveroaksdripspa.com/,(832) 834-4405,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=River%20Oaks%20Drip%20Spa%3A%20IV%20Therapy%20%26%20Hydration%20Center&query_place_id=ChIJd3DvCxHBQIYRIlY-0qDVgXM,0,obfuscated,https://riveroaksdripspa.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
mind@ease.she,River Oaks Drip Spa: IV Therapy & Hydration Center,https://riveroaksdripspa.com/,(832) 834-4405,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=River%20Oaks%20Drip%20Spa%3A%20IV%20Therapy%20%26%20Hydration%20Center&query_place_id=ChIJd3DvCxHBQIYRIlY-0qDVgXM,0,obfuscated,https://riveroaksdripspa.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
info@rosemilkaesthetics.com,Rose Milk Aesthetics,https://rosemilkaesthetics.com/,(832) 557-8151,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Rose%20Milk%20Aesthetics&query_place_id=ChIJeXg9tArHQIYRSPP7V61anh0,0,ld_json,https://rosemilkaesthetics.com/,0,skipped,0,15,,,6,1,0,status_404;status_404;status_404;status_404;status_404
office@sanchezhenrydental.com,Sanchez + Henry Dental,https://sanchezhenrydental.com/,(505) 268-2741,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=Sanchez%20%2B%20Henry%20Dental&query_place_id=ChIJZ6AQ2d8KIocRZMknV_5IAuA,0,mailto,https://sanchezhenrydental.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
staff@dr.sanchez,Sanchez + Henry Dental,https://sanchezhenrydental.com/,(505) 268-2741,Albuquerque,New Mexico,US,https://www.google.com/maps/search/?api=1&query=Sanchez%20%2B%20Henry%20Dental&query_place_id=ChIJZ6AQ2d8KIocRZMknV_5IAuA,0,obfuscated,https://sanchezhenrydental.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
info@sanctuarymedical.com,Sanctuary Medical Center,https://sanctuarymedical.com/,(561) 221-0457,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Sanctuary%20Medical%20Center&query_place_id=ChIJZQA__cfh2IgR7_PErihUyPI,0,ld_json,https://sanctuarymedical.com/,0,skipped,0,15,,,6,6,0,
plan@sanctuary.bursting,Sanctuary Medical Center,https://sanctuarymedical.com/,(561) 221-0457,Boca Raton,Florida,US,https://www.google.com/maps/search/?api=1&query=Sanctuary%20Medical%20Center&query_place_id=ChIJZQA__cfh2IgR7_PErihUyPI,0,obfuscated,https://sanctuarymedical.com/,0,skipped,0,10,,,6,6,0,
hello@sanjivamedspa.com,Sanjiva Medical Spa,https://sanjivamedspa.com/,(469) 336-6769,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Sanjiva%20Medical%20Spa&query_place_id=ChIJNRZQOFefToYRoAIyBbPcbXI,0,ld_json,https://sanjivamedspa.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
info@skinconceptandlaser.com,Skin Concept And Laser,https://skinconceptandlaser.com/,(646) 719-1111,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Skin%20Concept%20And%20Laser&query_place_id=ChIJeYyjCDhZwokR0fdc8Q8290Y,0,mailto,https://skinconceptandlaser.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
shave@all.yelena,Skin Concept And Laser,https://skinconceptandlaser.com/,(646) 719-1111,New York,New York,US,https://www.google.com/maps/search/?api=1&query=Skin%20Concept%20And%20Laser&query_place_id=ChIJeYyjCDhZwokR0fdc8Q8290Y,0,obfuscated,https://skinconceptandlaser.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
support@skinfulaesthetics.com,Skinful Aesthetics,https://skinfulaesthetics.com/,(281) 697-8080,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k,0,json_kv,https://skinfulaesthetics.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
iman@skinfulaesthetics.com,Skinful Aesthetics,https://skinfulaesthetics.com/,(281) 697-8080,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Skinful%20Aesthetics&query_place_id=ChIJa0ktmWzBQIYR8QXNNUPor5k,0,html_raw,https://skinfulaesthetics.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
marie@skinspamed.com,SkinSpaMED,https://skinspamed.com/,(972) 392-3895,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=SkinSpaMED&query_place_id=ChIJw2ZFgt4gTIYRESSpN1nY-2I,0,ld_json,https://skinspamed.com/,0,skipped,0,30,,,6,3,0,status_404;status_404;status_404
info@skinversemedspa.com,Skin Verse Medical Spa,https://skinversemedspa.com/,(424) 255-9289,Beverly Hills,California,US,https://www.google.com/maps/search/?api=1&query=Skin%20Verse%20Medical%20Spa&query_place_id=ChIJnfLGEf-5woARleae0sV9rac,0,mailto,https://skinversemedspa.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
office@smilela.com,Smile L.A. Downtown Modern Dentistry,https://smilela.com/,(213) 570-8775,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Smile%20L.A.%20Downtown%20Modern%20Dentistry&query_place_id=ChIJlxusK0-3woARG9AAHdBJhpE,0,mailto,https://smilela.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
info@smilela.com,Smile L.A. Downtown Modern Dentistry,https://smilela.com/,(213) 570-8775,Los Angeles,California,US,https://www.google.com/maps/search/?api=1&query=Smile%20L.A.%20Downtown%20Modern%20Dentistry&query_place_id=ChIJlxusK0-3woARG9AAHdBJhpE,0,ld_json,https://smilela.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
so@home.but,SMOOTH SKIN LOUNGE,https://smoothskinlounge.com/,(818) 308-7703,Beverly Hills,California,US,https://www.google.com/maps/search/?api=1&query=SMOOTH%20SKIN%20LOUNGE&query_place_id=ChIJ77EHmAK9woARtWU1yYx__dM,0,obfuscated,https://smoothskinlounge.com/,0,skipped,0,10,,,6,1,0,status_404;status_404;status_404;status_404;status_404
admin@starrejuvenation.com,Star Rejuvenation & Wellness Center,https://starrejuvenation.com/,(469) 391-0569,Addison,Texas,US,https://www.google.com/maps/search/?api=1&query=Star%20Rejuvenation%20%26%20Wellness%20Center&query_place_id=ChIJ3ej7Zgc9TIYR44wDttAtFuM,0,ld_json,https://starrejuvenation.com/,0,skipped,0,15,,,6,3,0,status_404;status_404;status_404
info@texashairlossclinic.com,Texas Hair Restoration and Wellness Center,https://texashairlossclinic.com/,(713) 640-5651,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Texas%20Hair%20Restoration%20and%20Wellness%20Center&query_place_id=ChIJA1SKkZjDQIYRRehA7vfO6N8,0,mailto,https://texashairlossclinic.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
surgery@m.d.anderson,Ciaravino Total Beauty,https://thebodydoc.com/,(713) 627-1200,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Ciaravino%20Total%20Beauty&query_place_id=ChIJIQJJofvAQIYRD-NhaiWWEhY,0,obfuscated,https://thebodydoc.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
fully@ease.her,Ciaravino Total Beauty,https://thebodydoc.com/,(713) 627-1200,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Ciaravino%20Total%20Beauty&query_place_id=ChIJIQJJofvAQIYRD-NhaiWWEhY,0,obfuscated,https://thebodydoc.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
booking@thebrowproject.com,The Brow Project,https://thebrowproject.com/,(945) 221-6806,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Brow%20Project&query_place_id=ChIJa_k-9_ShToYRu7GmwIQSJg8,0,mailto,https://thebrowproject.com/,0,skipped,0,40,,,6,3,0,status_404;status_404;status_404
felt@home.the,The Brow Project,https://thebrowproject.com/,(945) 221-6806,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Brow%20Project&query_place_id=ChIJa_k-9_ShToYRu7GmwIQSJg8,0,obfuscated,https://thebrowproject.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
example@mysite.com,The Brow Project,https://thebrowproject.com/,(945) 221-6806,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=The%20Brow%20Project&query_place_id=ChIJa_k-9_ShToYRu7GmwIQSJg8,0,html_raw,https://thebrowproject.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
info@unicornmedspa.com,Unicorn MedSpa,https://unicornmedspa.com/,(214) 919-3055,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=Unicorn%20MedSpa&query_place_id=ChIJa7NV2NGZToYR1iFNR_gVwS0,0,mailto,https://unicornmedspa.com/,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
info@upkeepmedspa.com,UPKEEP Med Spa,https://upkeepmedspa.com/,(833) 875-3377,Dallas,Texas,US,https://www.google.com/maps/search/?api=1&query=UPKEEP%20Med%20Spa&query_place_id=ChIJAR_dnRWfToYR5ElZ5LxdzTg,0,mailto,https://upkeepmedspa.com/contact,0,skipped,0,25,,,6,3,0,status_404;status_404;status_404
victoriaheavenlyspa@gmail.com,Victoria Heavenly Spa,https://victoriaheavenlyspa.com/,(832) 380-0696,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Victoria%20Heavenly%20Spa&query_place_id=ChIJ_bKrDfXcQIYRGqNIjleGt94,0,cf_decode,https://victoriaheavenlyspa.com/,0,skipped,0,35,,,6,3,0,status_404;status_404;status_404
massages@home.after,Victoria Heavenly Spa,https://victoriaheavenlyspa.com/,(832) 380-0696,Houston,Texas,US,https://www.google.com/maps/search/?api=1&query=Victoria%20Heavenly%20Spa&query_place_id=ChIJ_bKrDfXcQIYRGqNIjleGt94,0,obfuscated,https://victoriaheavenlyspa.com/,0,skipped,0,10,,,6,3,0,status_404;status_404;status_404
